RULEFILE, String
D015SCAL, String
D023OUDA, String
D030OUWE, String
D011KERN, String
D018VER, String
D049DATA, String
D004OUWE, String
D050COEF, String
D015FVAL, String
D004COEF, String
D042OUDA, String
D047OUDA, String
D038GEOM, String
D033MASK, String
D018OUWE, String
D022OUWE, String
D041FVAL, String
D011VER, String
D030SCAL, String
D022WTSC, String
D007VER, String
D034OUCO, String
D044KERN, String
D052FVAL, String
D037OUUN, String
D009OUDA, String
D033VER, String
D050KERN, String
D048SCAL, String
D031SCAL, String
D009SCAL, String
D014WTSC, String
D047OUCO, String
D014PIXF, String
D029VER, String
D028VER, String
D009WTSC, String
D042GEOM, String
D009OUWE, String
D038DATA, String
D042PIXF, String
D009ISCL, String
D011PIXF, String
D027GEOM, String
D026PIXF, String
D049COEF, String
D041KERN, String
D042DEXP, String
D040MASK, String
D042WTSC, String
D049OUWE, String
D023ISCL, String
D006GEOM, String
D005KERN, String
D047DEXP, String
D033FVAL, String
D035PIXF, String
D006PIXF, String
D037VER, String
D012OUWE, String
D026OUCO, String
D045WTSC, String
D025PIXF, String
D012WTSC, String
D017DEXP, String
D019DEXP, String
D032DATA, String
D035MASK, String
D045ISCL, String
D026SCAL, String
D016DEXP, String
D021PIXF, String
D020FVAL, String
D043DATA, String
D011MASK, String
D022DEXP, String
D050SCAL, String
D050ISCL, String
D036PIXF, String
D024GEOM, String
D003SCAL, Float
D017WTSC, String
D012MASK, String
D009PIXF, String
D036DEXP, String
D034WTSC, String
D014FVAL, String
D006DATA, String
D015WTSC, String
D030ISCL, String
D003DATA, String
D010KERN, String
D028KERN, String
D043OUWE, String
D006OUUN, String
D005DEXP, String
D040KERN, String
D049WTSC, String
D033DEXP, String
D052KERN, String
D013WTSC, String
D035GEOM, String
D029FVAL, String
D038COEF, String
D010FVAL, String
D030OUCO, String
D051DEXP, String
D003DEXP, Float
D038WTSC, String
D045OUDA, String
D015KERN, String
D018WTSC, String
D046DEXP, String
D050OUCO, String
D012VER, String
D035WTSC, String
D037PIXF, String
D045PIXF, String
D020OUDA, String
D051KERN, String
D045GEOM, String
D028OUUN, String
D037OUWE, String
D049VER, String
D009FVAL, String
D045VER, String
D019VER, String
D036MASK, String
D028DEXP, String
D010OUCO, String
D014ISCL, String
D017OUWE, String
D039GEOM, String
D042OUWE, String
D006SCAL, String
D007FVAL, String
D033WTSC, String
D017COEF, String
D052OUWE, String
D036ISCL, String
D005COEF, String
D003PIXF, Float
D030FVAL, String
D029MASK, String
D011OUCO, String
D008OUDA, String
D016SCAL, String
D052COEF, String
D021COEF, String
D004VER, String
D021KERN, String
D004OUUN, String
D036VER, String
D022FVAL, String
D049OUUN, String
D033SCAL, String
D044FVAL, String
D023DATA, String
D035DATA, String
D019GEOM, String
D041VER, String
D007DEXP, String
D048WTSC, String
D031VER, String
D005PIXF, String
D051ISCL, String
D012KERN, String
D011OUUN, String
D009OUUN, String
D020KERN, String
D051WTSC, String
D042MASK, String
D032OUDA, String
D034ISCL, String
D013DATA, String
D022PIXF, String
D028DATA, String
D035OUUN, String
D004OUCO, String
D047KERN, String
D020VER, String
D038ISCL, String
D019KERN, String
D015OUUN, String
D049PIXF, String
D013SCAL, String
D008MASK, String
D019PIXF, String
D014OUWE, String
D010DEXP, String
D031OUDA, String
D047COEF, String
D045OUUN, String
D032MASK, String
D013PIXF, String
D009GEOM, String
D007OUUN, String
D036FVAL, String
D027SCAL, String
D041DATA, String
D027WTSC, String
D052GEOM, String
D016MASK, String
D019OUDA, String
D011FVAL, String
D023OUWE, String
D037OUDA, String
D031MASK, String
D046SCAL, String
D049GEOM, String
D048ISCL, String
D007SCAL, String
D023MASK, String
D031KERN, String
D007OUDA, String
D003FVAL, String
D039SCAL, String
D035OUCO, String
QUALITY, String
D019OUWE, String
D021DEXP, String
D018FVAL, String
D010GEOM, String
D012DATA, String
D043SCAL, String
D018DATA, String
D024VER, String
D046COEF, String
D048FVAL, String
D044VER, String
D026GEOM, String
D021OUDA, String
D037OUCO, String
D027DATA, String
D012COEF, String
D005OUUN, String
D032GEOM, String
D023OUCO, String
D006KERN, String
D037GEOM, String
D029GEOM, String
D044DEXP, String
D003GEOM, String
D028OUDA, String
D042VER, String
D004WTSC, Integer
D033DATA, String
D004FVAL, String
D045MASK, String
D018MASK, String
D050VER, String
D008DEXP, String
D033KERN, String
D021FVAL, String
D006WTSC, String
D051VER, String
D044DATA, String
D041OUWE, String
D049OUCO, String
D025OUUN, String
D008PIXF, String
D004OUDA, String
D027ISCL, String
D027VER, String
D010OUDA, String
D010OUUN, String
D041SCAL, String
D051COEF, String
D006OUDA, String
D043OUCO, String
D038FVAL, String
D052OUUN, String
D019OUCO, String
D040OUWE, String
D006OUCO, String
D017KERN, String
D039DATA, String
D017FVAL, String
D007DATA, String
D022OUUN, String
D007GEOM, String
D036OUUN, String
D027OUCO, String
D048OUDA, String
D037ISCL, String
D009DATA, String
D041PIXF, String
D004ISCL, Float
D027OUDA, String
D032OUUN, String
D024OUDA, String
D034OUUN, String
D043MASK, String
D004DEXP, Float
D012GEOM, String
D042SCAL, String
D021WTSC, String
D032PIXF, String
D030KERN, String
D042DATA, String
D028ISCL, String
D005GEOM, String
D025WTSC, String
D004PIXF, Float
D024SCAL, String
D010VER, String
D010COEF, String
D024OUCO, String
D039VER, String
D047ISCL, String
D025DATA, String
D047OUUN, String
D033OUCO, String
D031ISCL, String
D037MASK, String
D035ISCL, String
D024KERN, String
D038OUDA, String
D009DEXP, String
D040GEOM, String
D007OUWE, String
D034FVAL, String
D033ISCL, String
D018COEF, String
D014DEXP, String
D008DATA, String
D033PIXF, String
D017GEOM, String
D029OUCO, String
D023KERN, String
D032SCAL, String
D048VER, String
D022ISCL, String
D018DEXP, String
D046OUCO, String
D051GEOM, String
D036OUDA, String
D040OUUN, String
D043ISCL, String
D051DATA, String
D043WTSC, String
D045DEXP, String
D020DEXP, String
D046WTSC, String
D034VER, String
D047FVAL, String
D032VER, String
D040OUCO, String
D004MASK, String
D005MASK, String
D043KERN, String
D022KERN, String
D030OUUN, String
D005VER, String
D027COEF, String
D013KERN, String
D012OUUN, String
D031FVAL, String
D010DATA, String
D034KERN, String
D029ISCL, String
D046OUWE, String
D008COEF, String
D032ISCL, String
D049MASK, String
D031OUCO, String
D050DATA, String
D048MASK, String
D020OUWE, String
D013VER, String
D019MASK, String
D003VER, String
D052DATA, String
D019DATA, String
D026FVAL, String
D013ISCL, String
D007OUCO, String
D045OUWE, String
D030PIXF, String
D046GEOM, String
D039WTSC, String
D040OUDA, String
D044COEF, String
D010ISCL, String
D047WTSC, String
D019OUUN, String
D016OUUN, String
D012PIXF, String
D041COEF, String
D023WTSC, String
D021OUCO, String
D028OUWE, String
D028OUCO, String
D047VER, String
D052ISCL, String
D049KERN, String
D026WTSC, String
D037COEF, String
D024OUUN, String
D042COEF, String
D030MASK, String
D027KERN, String
D003ISCL, Float
D047PIXF, String
D017SCAL, String
D046DATA, String
D036SCAL, String
D037SCAL, String
D017VER, String
D034OUWE, String
D018OUUN, String
D034MASK, String
D006DEXP, String
D050WTSC, String
D021OUUN, String
D046ISCL, String
D037FVAL, String
D040DEXP, String
D046OUDA, String
D035DEXP, String
D015PIXF, String
D038PIXF, String
D033OUUN, String
D038SCAL, String
D012OUCO, String
D044SCAL, String
D012DEXP, String
D007MASK, String
D014GEOM, String
D019FVAL, String
D050PIXF, String
D010WTSC, String
D023PIXF, String
D013MASK, String
D042KERN, String
D022VER, String
D031PIXF, String
D007PIXF, String
D052OUDA, String
D031OUUN, String
D009OUCO, String
D039OUUN, String
D024DEXP, String
D018PIXF, String
D003OUCO, String
D021GEOM, String
D005OUDA, String
D048OUUN, String
D025DEXP, String
D017OUDA, String
D018ISCL, String
D022OUCO, String
D030OUDA, String
D023COEF, String
D043VER, String
D052WTSC, String
D005SCAL, String
D044OUDA, String
D032WTSC, String
D024COEF, String
D014VER, String
D023DEXP, String
D010PIXF, String
D003MASK, String
D004DATA, String
D028WTSC, String
D011ISCL, String
D023OUUN, String
D017MASK, String
D043FVAL, String
D016KERN, String
D040FVAL, String
D039PIXF, String
D035OUDA, String
D012OUDA, String
D020GEOM, String
D025FVAL, String
D036OUWE, String
D047SCAL, String
D025KERN, String
D032FVAL, String
D006VER, String
D020OUCO, String
D049SCAL, String
D024MASK, String
D040PIXF, String
D030GEOM, String
D022COEF, String
D019ISCL, String
D050DEXP, String
D016PIXF, String
D048DATA, String
D026COEF, String
D014SCAL, String
D013OUWE, String
D010MASK, String
D010SCAL, String
D012ISCL, String
D020OUUN, String
D050GEOM, String
D031COEF, String
D049OUDA, String
D007COEF, String
D048OUCO, String
D049FVAL, String
QUALCOM1, String
D014KERN, String
D051OUDA, String
D052DEXP, String
D030DEXP, String
D041MASK, String
D030DATA, String
D041OUDA, String
D006MASK, String
D044MASK, String
D032DEXP, String
D019WTSC, String
D026KERN, String
D034GEOM, String
D021MASK, String
D015DEXP, String
D008GEOM, String
D022GEOM, String
D009MASK, String
D024DATA, String
D026OUWE, String
D038OUUN, String
D015OUWE, String
D043PIXF, String
D007KERN, String
D048PIXF, String
D028MASK, String
D039MASK, String
D024ISCL, String
D016OUDA, String
D040DATA, String
D021SCAL, String
D048GEOM, String
D033OUWE, String
D005OUWE, String
D047MASK, String
D044GEOM, String
D008VER, String
D021VER, String
D009VER, String
D013DEXP, String
D018GEOM, String
D039KERN, String
D012FVAL, String
D035KERN, String
D026ISCL, String
D027MASK, String
D031GEOM, String
D024WTSC, String
D046KERN, String
D008FVAL, String
D051PIXF, String
D052SCAL, String
D025OUWE, String
D014OUUN, String
D047DATA, String
D029DATA, String
D015COEF, String
D052VER, String
D011COEF, String
D008ISCL, String
D013FVAL, String
D047GEOM, String
D048COEF, String
D028GEOM, String
D008OUCO, String
D015MASK, String
D045FVAL, String
D044PIXF, String
D033GEOM, String
D052PIXF, String
D034SCAL, String
D016OUWE, String
D037KERN, String
D041OUUN, String
D033COEF, String
D051FVAL, String
D036COEF, String
D005FVAL, String
D050OUWE, String
D034DATA, String
D011OUDA, String
D046FVAL, String
D026DATA, String
D046PIXF, String
D050FVAL, String
D018OUDA, String
D047OUWE, String
D035COEF, String
D044ISCL, String
D007ISCL, String
D028FVAL, String
D015GEOM, String
D027OUWE, String
D038VER, String
D034DEXP, String
D011SCAL, String
D051MASK, String
D039COEF, String
D046OUUN, String
D018OUCO, String
D029KERN, String
D006COEF, String
D023FVAL, String
D032OUCO, String
D019SCAL, String
D028COEF, String
D042ISCL, String
D016COEF, String
D008WTSC, String
D038MASK, String
D014COEF, String
D024PIXF, String
D020PIXF, String
D004GEOM, String
D036DATA, String
D029SCAL, String
D049DEXP, String
D038KERN, String
D041GEOM, String
D016VER, String
D040SCAL, String
D013GEOM, String
D033OUDA, String
D034PIXF, String
D025OUCO, String
D035VER, String
D008OUWE, String
D045DATA, String
D034COEF, String
D040ISCL, String
D004SCAL, Float
D025SCAL, String
D020MASK, String
D024OUWE, String
D010OUWE, String
D032OUWE, String
D030WTSC, String
D030COEF, String
D027DEXP, String
QUALCOM3, String
MOFFSET2, Integer
RPTCORR, String
MLINTAB, String
MTFLAG, String
DRKCFILE, String
NPOLFILE, String
RA_TARG, Float
GLINCORR, String
D2IMFILE, String
REFFRAME, String
LRC_XSTS, Bool
DEC_TARG, Float
EQUINOX, Float
DATE, String
MOFFSET1, Integer
LRC_FAIL, Bool
OPUS_VER, String
PR_INV_F, String
PROCTIME, Float
LINENUM, String
ASN_ID, String
TIME-OBS, String
PR_INV_L, String
ASN_TAB, String
PA_V3, Float
FILETYPE, String
STATFLAG, Bool
PR_INV_M, String
PCTETAB, String
PCTECORR, String
PFLTFILE, String
